"Town","FIPS","Year","Gender","Measure Type","Variable","Value"
"Avon","0900302060","2010-2014","Male","Number","Employed or Enrolled Youth",432
"Avon","0900302060","2010-2014","Male","Number","Margins of Error",110
"Avon","0900302060","2010-2014","Male","Percent","Employed or Enrolled Youth",100
"Avon","0900302060","2010-2014","Male","Percent","Margins of Error",36.72
"Avon","0900302060","2011-2015","Total","Number","Employed or Enrolled Youth",840
"Avon","0900302060","2011-2015","Total","Number","Margins of Error",166
"Avon","0900302060","2011-2015","Total","Percent","Employed or Enrolled Youth",100
"Avon","0900302060","2011-2015","Total","Percent","Margins of Error",26.09
"Avon","0900302060","2011-2015","Female","Number","Employed or Enrolled Youth",426
"Avon","0900302060","2011-2015","Female","Number","Margins of Error",123
"Avon","0900302060","2011-2015","Female","Percent","Employed or Enrolled Youth",100
"Avon","0900302060","2011-2015","Female","Percent","Margins of Error",40.33
"Avon","0900302060","2011-2015","Male","Number","Employed or Enrolled Youth",414
"Avon","0900302060","2011-2015","Male","Number","Margins of Error",112
"Avon","0900302060","2011-2015","Male","Percent","Employed or Enrolled Youth",100
"Avon","0900302060","2011-2015","Male","Percent","Margins of Error",37.35
"Avon","0900302060","2012-2016","Total","Number","Employed or Enrolled Youth",941
"Avon","0900302060","2012-2016","Total","Number","Margins of Error",167
"Avon","0900302060","2012-2016","Total","Percent","Employed or Enrolled Youth",100
"Avon","0900302060","2012-2016","Total","Percent","Margins of Error",23.63
"Avon","0900302060","2012-2016","Female","Number","Employed or Enrolled Youth",438
"Avon","0900302060","2012-2016","Female","Number","Margins of Error",117
"Avon","0900302060","2012-2016","Female","Percent","Employed or Enrolled Youth",100
"Avon","0900302060","2012-2016","Female","Percent","Margins of Error",37.32
"Avon","0900302060","2012-2016","Male","Number","Employed or Enrolled Youth",503
"Avon","0900302060","2012-2016","Male","Number","Margins of Error",119
"Avon","0900302060","2012-2016","Male","Percent","Employed or Enrolled Youth",100
"Avon","0900302060","2012-2016","Male","Percent","Margins of Error",33.28
"Avon","0900302060","2013-2017","Total","Number","Employed or Enrolled Youth",894
"Avon","0900302060","2013-2017","Total","Number","Margins of Error",189
"Avon","0900302060","2013-2017","Total","Percent","Employed or Enrolled Youth",100
"Avon","0900302060","2013-2017","Total","Percent","Margins of Error",30.13
"Avon","0900302060","2013-2017","Female","Number","Employed or Enrolled Youth",408
"Avon","0900302060","2013-2017","Female","Number","Margins of Error",148
"Avon","0900302060","2013-2017","Female","Percent","Employed or Enrolled Youth",100
"Avon","0900302060","2013-2017","Female","Percent","Margins of Error",51.03
"Avon","0900302060","2013-2017","Male","Number","Employed or Enrolled Youth",486
"Avon","0900302060","2013-2017","Male","Number","Margins of Error",117
"Avon","0900302060","2013-2017","Male","Percent","Employed or Enrolled Youth",100
"Avon","0900302060","2013-2017","Male","Percent","Margins of Error",34.02
"Avon","0900302060","2014-2018","Total","Number","Employed or Enrolled Youth",903
"Avon","0900302060","2014-2018","Total","Number","Margins of Error",169
"Avon","0900302060","2014-2018","Total","Percent","Employed or Enrolled Youth",100
"Avon","0900302060","2014-2018","Total","Percent","Margins of Error",24.96
"Avon","0900302060","2014-2018","Female","Number","Employed or Enrolled Youth",374
"Avon","0900302060","2014-2018","Female","Number","Margins of Error",121
"Avon","0900302060","2014-2018","Female","Percent","Employed or Enrolled Youth",100
"Avon","0900302060","2014-2018","Female","Percent","Margins of Error",45.19
"Avon","0900302060","2014-2018","Male","Number","Employed or Enrolled Youth",529
"Avon","0900302060","2014-2018","Male","Number","Margins of Error",118
"Avon","0900302060","2014-2018","Male","Percent","Employed or Enrolled Youth",100
"Avon","0900302060","2014-2018","Male","Percent","Margins of Error",30.9
"Barkhamsted","0900502760","2006-2010","Total","Number","Employed or Enrolled Youth",166
"Barkhamsted","0900502760","2006-2010","Total","Number","Margins of Error",227
"Barkhamsted","0900502760","2006-2010","Total","Percent","Employed or Enrolled Youth",92.22
"Barkhamsted","0900502760","2006-2010","Total","Percent","Margins of Error",132.82
"Barkhamsted","0900502760","2006-2010","Female","Number","Employed or Enrolled Youth",106
"Barkhamsted","0900502760","2006-2010","Female","Number","Margins of Error",134
"Barkhamsted","0900502760","2006-2010","Female","Percent","Employed or Enrolled Youth",100
"Barkhamsted","0900502760","2006-2010","Female","Percent","Margins of Error",137.08
"Barkhamsted","0900502760","2006-2010","Male","Number","Employed or Enrolled Youth",60
"Barkhamsted","0900502760","2006-2010","Male","Number","Margins of Error",183
"Barkhamsted","0900502760","2006-2010","Male","Percent","Employed or Enrolled Youth",81.08
"Barkhamsted","0900502760","2006-2010","Male","Percent","Margins of Error",256.64
"Barkhamsted","0900502760","2007-2011","Total","Number","Employed or Enrolled Youth",148
"Barkhamsted","0900502760","2007-2011","Total","Number","Margins of Error",179
"Barkhamsted","0900502760","2007-2011","Total","Percent","Employed or Enrolled Youth",90.24
"Barkhamsted","0900502760","2007-2011","Total","Percent","Margins of Error",117.86
"Barkhamsted","0900502760","2007-2011","Female","Number","Employed or Enrolled Youth",83
"Barkhamsted","0900502760","2007-2011","Female","Number","Margins of Error",111
"Barkhamsted","0900502760","2007-2011","Female","Percent","Employed or Enrolled Youth",100
"Barkhamsted","0900502760","2007-2011","Female","Percent","Margins of Error",154.19
"Barkhamsted","0900502760","2007-2011","Male","Number","Employed or Enrolled Youth",65
"Barkhamsted","0900502760","2007-2011","Male","Number","Margins of Error",140
"Barkhamsted","0900502760","2007-2011","Male","Percent","Employed or Enrolled Youth",80.25
"Barkhamsted","0900502760","2007-2011","Male","Percent","Margins of Error",182.1
"Barkhamsted","0900502760","2008-2012","Total","Number","Employed or Enrolled Youth",166
"Barkhamsted","0900502760","2008-2012","Total","Number","Margins of Error",89
"Barkhamsted","0900502760","2008-2012","Total","Percent","Employed or Enrolled Youth",100
"Barkhamsted","0900502760","2008-2012","Total","Percent","Margins of Error",76.31
"Barkhamsted","0900502760","2008-2012","Female","Number","Employed or Enrolled Youth",99
"Barkhamsted","0900502760","2008-2012","Female","Number","Margins of Error",66
"Barkhamsted","0900502760","2008-2012","Female","Percent","Employed or Enrolled Youth",100
"Barkhamsted","0900502760","2008-2012","Female","Percent","Margins of Error",96
"Barkhamsted","0900502760","2008-2012","Male","Number","Employed or Enrolled Youth",67
"Barkhamsted","0900502760","2008-2012","Male","Number","Margins of Error",59
"Barkhamsted","0900502760","2008-2012","Male","Percent","Employed or Enrolled Youth",100
"Barkhamsted","0900502760","2008-2012","Male","Percent","Margins of Error",122.95
"Barkhamsted","0900502760","2009-2013","Total","Number","Employed or Enrolled Youth",140
"Barkhamsted","0900502760","2009-2013","Total","Number","Margins of Error",75
"Barkhamsted","0900502760","2009-2013","Total","Percent","Employed or Enrolled Youth",100
"Barkhamsted","0900502760","2009-2013","Total","Percent","Margins of Error",72.06
"Barkhamsted","0900502760","2009-2013","Female","Number","Employed or Enrolled Youth",71
"Barkhamsted","0900502760","2009-2013","Female","Number","Margins of Error",50
"Barkhamsted","0900502760","2009-2013","Female","Percent","Employed or Enrolled Youth",100
"Barkhamsted","0900502760","2009-2013","Female","Percent","Margins of Error",98.16
"Barkhamsted","0900502760","2009-2013","Male","Number","Employed or Enrolled Youth",69
"Barkhamsted","0900502760","2009-2013","Male","Number","Margins of Error",56
"Barkhamsted","0900502760","2009-2013","Male","Percent","Employed or Enrolled Youth",100
"Barkhamsted","0900502760","2009-2013","Male","Percent","Margins of Error",111.38
"Barkhamsted","0900502760","2010-2014","Total","Number","Employed or Enrolled Youth",151
"Barkhamsted","0900502760","2010-2014","Total","Number","Margins of Error",74
"Barkhamsted","0900502760","2010-2014","Total","Percent","Employed or Enrolled Youth",100
"Barkhamsted","0900502760","2010-2014","Total","Percent","Margins of Error",65.31
"Barkhamsted","0900502760","2010-2014","Female","Number","Employed or Enrolled Youth",92
"Barkhamsted","0900502760","2010-2014","Female","Number","Margins of Error",58
"Barkhamsted","0900502760","2010-2014","Female","Percent","Employed or Enrolled Youth",100
"Barkhamsted","0900502760","2010-2014","Female","Percent","Margins of Error",88.4
"Barkhamsted","0900502760","2010-2014","Male","Number","Employed or Enrolled Youth",59
"Barkhamsted","0900502760","2010-2014","Male","Number","Margins of Error",46
"Barkhamsted","0900502760","2010-2014","Male","Percent","Employed or Enrolled Youth",100
"Barkhamsted","0900502760","2010-2014","Male","Percent","Margins of Error",107.01
"Barkhamsted","0900502760","2011-2015","Total","Number","Employed or Enrolled Youth",145
"Barkhamsted","0900502760","2011-2015","Total","Number","Margins of Error",77
"Barkhamsted","0900502760","2011-2015","Total","Percent","Employed or Enrolled Youth",100
"Barkhamsted","0900502760","2011-2015","Total","Percent","Margins of Error",70.75
"Barkhamsted","0900502760","2011-2015","Female","Number","Employed or Enrolled Youth",89
"Barkhamsted","0900502760","2011-2015","Female","Number","Margins of Error",65
"Barkhamsted","0900502760","2011-2015","Female","Percent","Employed or Enrolled Youth",100
"Barkhamsted","0900502760","2011-2015","Female","Percent","Margins of Error",102.61
"Barkhamsted","0900502760","2011-2015","Male","Number","Employed or Enrolled Youth",56
"Barkhamsted","0900502760","2011-2015","Male","Number","Margins of Error",41
"Barkhamsted","0900502760","2011-2015","Male","Percent","Employed or Enrolled Youth",100
"Barkhamsted","0900502760","2011-2015","Male","Percent","Margins of Error",98.23
"Barkhamsted","0900502760","2012-2016","Total","Number","Employed or Enrolled Youth",135
"Barkhamsted","0900502760","2012-2016","Total","Number","Margins of Error",72
"Barkhamsted","0900502760","2012-2016","Total","Percent","Employed or Enrolled Youth",100
"Barkhamsted","0900502760","2012-2016","Total","Percent","Margins of Error",70.86
"Barkhamsted","0900502760","2012-2016","Female","Number","Employed or Enrolled Youth",87
"Barkhamsted","0900502760","2012-2016","Female","Number","Margins of Error",62
"Barkhamsted","0900502760","2012-2016","Female","Percent","Employed or Enrolled Youth",100
"Barkhamsted","0900502760","2012-2016","Female","Percent","Margins of Error",99.34
"Barkhamsted","0900502760","2012-2016","Male","Number","Employed or Enrolled Youth",48
"Barkhamsted","0900502760","2012-2016","Male","Number","Margins of Error",36
"Barkhamsted","0900502760","2012-2016","Male","Percent","Employed or Enrolled Youth",100
"Barkhamsted","0900502760","2012-2016","Male","Percent","Margins of Error",100.69
"Barkhamsted","0900502760","2013-2017","Total","Number","Employed or Enrolled Youth",127
"Barkhamsted","0900502760","2013-2017","Total","Number","Margins of Error",65
"Barkhamsted","0900502760","2013-2017","Total","Percent","Employed or Enrolled Youth",100
"Barkhamsted","0900502760","2013-2017","Total","Percent","Margins of Error",70.59
"Barkhamsted","0900502760","2013-2017","Female","Number","Employed or Enrolled Youth",74
"Barkhamsted","0900502760","2013-2017","Female","Number","Margins of Error",56
"Barkhamsted","0900502760","2013-2017","Female","Percent","Employed or Enrolled Youth",100
"Barkhamsted","0900502760","2013-2017","Female","Percent","Margins of Error",103.85
"Barkhamsted","0900502760","2013-2017","Male","Number","Employed or Enrolled Youth",53
"Barkhamsted","0900502760","2013-2017","Male","Number","Margins of Error",33
"Barkhamsted","0900502760","2013-2017","Male","Percent","Employed or Enrolled Youth",100
"Barkhamsted","0900502760","2013-2017","Male","Percent","Margins of Error",84.32
"Barkhamsted","0900502760","2014-2018","Total","Number","Employed or Enrolled Youth",141
"Barkhamsted","0900502760","2014-2018","Total","Number","Margins of Error",61
"Barkhamsted","0900502760","2014-2018","Total","Percent","Employed or Enrolled Youth",100
"Barkhamsted","0900502760","2014-2018","Total","Percent","Margins of Error",53.21
"Barkhamsted","0900502760","2014-2018","Female","Number","Employed or Enrolled Youth",72
"Barkhamsted","0900502760","2014-2018","Female","Number","Margins of Error",46
"Barkhamsted","0900502760","2014-2018","Female","Percent","Employed or Enrolled Youth",100
"Barkhamsted","0900502760","2014-2018","Female","Percent","Margins of Error",87.69
"Barkhamsted","0900502760","2014-2018","Male","Number","Employed or Enrolled Youth",69
"Barkhamsted","0900502760","2014-2018","Male","Number","Margins of Error",39
"Barkhamsted","0900502760","2014-2018","Male","Percent","Employed or Enrolled Youth",100
"Barkhamsted","0900502760","2014-2018","Male","Percent","Margins of Error",78.38
"Beacon Falls","0900903250","2006-2010","Total","Number","Employed or Enrolled Youth",273
"Beacon Falls","0900903250","2006-2010","Total","Number","Margins of Error",243
"Beacon Falls","0900903250","2006-2010","Total","Percent","Employed or Enrolled Youth",100
"Beacon Falls","0900903250","2006-2010","Total","Percent","Margins of Error",97.72
"Beacon Falls","0900903250","2006-2010","Female","Number","Employed or Enrolled Youth",156
"Beacon Falls","0900903250","2006-2010","Female","Number","Margins of Error",149
"Beacon Falls","0900903250","2006-2010","Female","Percent","Employed or Enrolled Youth",100
"Beacon Falls","0900903250","2006-2010","Female","Percent","Margins of Error",109.53
"Beacon Falls","0900903250","2006-2010","Male","Number","Employed or Enrolled Youth",117
"Beacon Falls","0900903250","2006-2010","Male","Number","Margins of Error",193
"Beacon Falls","0900903250","2006-2010","Male","Percent","Employed or Enrolled Youth",100
"Beacon Falls","0900903250","2006-2010","Male","Percent","Margins of Error",179.36
"Beacon Falls","0900903250","2007-2011","Total","Number","Employed or Enrolled Youth",214
